record_id,batch_id,timestamp,heating_temperature,forming_pressure,spindle_speed,coolant_flow,vibration_amplitude,current_intensity,mold_temperature,feed_rate,lubricant_flow,clamp_force,equipment_id,operator_id
REC-001134,BATCH-20240301-014,2024-03-05 06:25:00,851.7,120.9,1525.0,26.3,2.07,43.5,180.7,293.0,17.7,81.0,EQ-B01,OP-001
REC-001135,BATCH-20240301-014,2024-03-05 06:30:00,849.6,118.7,1476.0,,2.53,44.3,179.2,313.0,16.1,80.5,EQ-A02,OP-003
REC-001136,BATCH-20240301-014,2024-03-05 06:35:00,843.3,121.3,1578.0,26.6,2.72,47.1,180.2,306.0,14.5,80.6,EQ-B02,OP-004
REC-001137,BATCH-20240301-014,2024-03-05 06:40:00,856.6,118.5,1457.0,25.1,2.43,46.0,178.6,317.0,14.0,82.5,EQ-B01,OP-005
REC-001138,BATCH-20240301-014,2024-03-05 06:45:00,846.2,115.5,1512.0,24.7,,42.5,180.0,310.0,15.5,80.1,EQ-B01,OP-002
REC-001139,BATCH-20240301-014,2024-03-05 06:50:00,852.4,119.9,1429.0,23.3,2.44,44.8,182.6,308.0,15.5,79.4,EQ-B02,OP-002
REC-001140,BATCH-20240301-014,2024-03-05 06:55:00,843.1,121.0,1526.0,22.1,2.25,44.0,180.4,292.0,15.0,79.6,EQ-B02,OP-004
REC-001141,BATCH-20240301-015,2024-03-05 07:00:00,849.2,118.2,1468.0,23.7,2.61,45.9,177.7,315.0,14.7,83.1,EQ-A02,OP-005
REC-001142,BATCH-20240301-015,2024-03-05 07:05:00,846.8,114.9,1520.0,25.3,2.51,44.0,179.9,295.0,14.8,81.7,EQ-B01,OP-003
REC-001143,BATCH-20240301-015,2024-03-05 07:10:00,850.9,121.5,1488.0,24.6,2.15,44.4,170.0,294.0,14.9,81.1,EQ-B01,OP-004
REC-001144,BATCH-20240301-015,2024-03-05 07:15:00,848.7,120.9,1391.0,24.9,2.0,43.2,179.4,313.0,15.3,80.0,EQ-A02,OP-003
REC-001145,BATCH-20240301-015,2024-03-05 07:20:00,849.9,118.2,1473.0,25.5,2.08,45.9,178.8,308.0,15.8,76.7,EQ-B02,OP-003
REC-001146,BATCH-20240301-015,2024-03-05 07:25:00,847.1,117.9,1409.0,23.8,3.23,45.9,185.8,308.0,14.4,79.2,EQ-B01,OP-001
REC-001147,BATCH-20240301-015,2024-03-05 07:30:00,852.9,121.1,1471.0,23.2,3.49,44.8,179.0,301.0,14.8,80.2,EQ-A01,OP-002
REC-001148,BATCH-20240301-015,2024-03-05 07:35:00,856.4,119.7,1442.0,24.8,2.36,47.1,183.5,301.0,14.0,77.5,EQ-A02,OP-004
REC-001149,BATCH-20240301-015,2024-03-05 07:40:00,850.1,120.8,1481.0,24.4,2.32,45.0,172.9,289.0,14.5,82.4,EQ-A02,OP-001
REC-001150,BATCH-20240301-015,2024-03-05 07:45:00,845.9,120.5,1511.0,26.6,2.88,44.9,178.6,293.0,14.8,79.1,EQ-B01,OP-004
REC-001151,BATCH-20240301-016,2024-03-05 07:50:00,852.8,121.1,1530.0,26.5,3.06,45.2,183.3,296.0,15.9,82.1,EQ-A01,OP-003
REC-001152,BATCH-20240301-016,2024-03-05 07:55:00,855.0,120.2,1467.0,23.3,2.49,47.3,179.1,308.0,15.7,79.4,EQ-A02,OP-001
REC-001153,BATCH-20240301-016,2024-03-05 08:00:00,856.6,112.7,1439.0,23.9,2.25,45.5,180.9,304.0,15.5,78.1,EQ-B02,OP-002
REC-001154,BATCH-20240301-016,2024-03-05 08:05:00,843.9,121.0,1468.0,23.1,2.79,47.1,184.7,302.0,15.5,82.7,EQ-B02,OP-001
REC-001155,BATCH-20240301-016,2024-03-05 08:10:00,846.8,122.8,1514.0,26.1,2.56,46.9,180.7,285.0,16.2,78.1,EQ-A02,OP-004
REC-001156,BATCH-20240301-016,2024-03-05 08:15:00,856.3,119.8,1559.0,26.4,2.63,45.8,181.3,280.0,15.1,77.8,EQ-A01,OP-002
REC-001157,BATCH-20240301-016,2024-03-05 08:20:00,850.9,117.1,1441.0,26.9,2.82,45.0,180.6,298.0,15.5,78.6,EQ-A02,OP-004
REC-001158,BATCH-20240301-016,2024-03-05 08:25:00,855.0,119.4,1479.0,25.0,2.32,45.5,178.4,305.0,16.0,78.6,EQ-B01,OP-002
REC-001159,BATCH-20240301-016,2024-03-05 08:30:00,849.3,121.2,1478.0,25.6,,46.6,178.2,291.0,14.8,78.1,EQ-A01,OP-003
REC-001160,BATCH-20240301-016,2024-03-05 08:35:00,852.8,117.1,1617.0,26.6,2.5,46.3,175.1,325.0,14.5,79.8,EQ-B01,OP-001
REC-001161,BATCH-20240301-017,2024-03-05 08:40:00,840.7,121.2,1445.0,25.1,2.34,43.4,177.6,302.0,14.0,78.5,EQ-A01,OP-002
REC-001162,BATCH-20240301-017,2024-03-05 08:45:00,853.3,126.5,1524.0,23.9,2.39,45.0,179.0,309.0,15.2,81.8,EQ-A02,OP-003
REC-001163,BATCH-20240301-017,2024-03-05 08:50:00,848.4,123.3,1492.0,23.8,3.15,42.3,177.8,294.0,17.0,83.6,EQ-A02,OP-001
REC-001164,BATCH-20240301-017,2024-03-05 08:55:00,857.5,119.2,1621.0,25.4,2.79,45.3,179.9,297.0,14.8,81.2,EQ-B02,OP-005
REC-001165,BATCH-20240301-017,2024-03-05 09:00:00,851.8,119.9,1575.0,21.4,2.65,46.1,183.4,299.0,15.2,82.0,EQ-A02,OP-002
REC-001166,BATCH-20240301-017,2024-03-05 09:05:00,857.5,119.2,1513.0,27.0,1.86,44.0,184.4,311.0,15.4,79.1,EQ-B01,OP-001
REC-001167,BATCH-20240301-017,2024-03-05 09:10:00,845.6,118.5,1577.0,24.2,2.53,43.9,182.5,295.0,14.9,76.6,EQ-A01,OP-002
REC-001168,BATCH-20240301-017,2024-03-05 09:15:00,841.9,120.0,1434.0,27.5,1.88,43.8,180.1,296.0,14.1,78.1,EQ-B01,OP-004
REC-001169,BATCH-20240301-017,2024-03-05 09:20:00,845.0,119.3,1598.0,25.1,,45.8,183.3,272.0,14.8,82.6,EQ-B02,OP-003
REC-001170,BATCH-20240301-017,2024-03-05 09:25:00,847.1,124.4,1574.0,24.4,2.35,43.5,178.1,288.0,15.3,77.1,EQ-A01,OP-004
REC-001171,BATCH-20240301-018,2024-03-05 09:30:00,853.0,121.6,1417.0,26.9,2.65,46.1,177.7,306.0,15.9,79.8,EQ-B02,OP-002
REC-001172,BATCH-20240301-018,2024-03-05 09:35:00,860.0,120.1,1557.0,25.4,2.68,42.5,181.1,293.0,14.3,83.5,EQ-B01,OP-004
REC-001173,BATCH-20240301-018,2024-03-05 09:40:00,848.9,117.5,1482.0,23.4,2.93,44.0,181.6,314.0,14.6,81.1,EQ-A02,OP-001
REC-001174,BATCH-20240301-018,2024-03-05 09:45:00,844.8,126.1,1547.0,24.8,2.27,44.8,179.0,320.0,14.0,80.3,EQ-B01,OP-005
REC-001175,BATCH-20240301-018,2024-03-05 09:50:00,849.9,119.7,1495.0,24.9,,45.9,181.3,270.0,15.2,76.7,EQ-B02,OP-002
REC-001176,BATCH-20240301-018,2024-03-05 09:55:00,853.2,123.7,1454.0,24.7,2.32,46.9,180.3,317.0,15.3,80.5,EQ-B01,OP-005
REC-001177,BATCH-20240301-018,2024-03-05 10:00:00,850.3,122.0,1413.0,25.1,2.48,46.1,179.4,290.0,15.0,77.8,EQ-B02,OP-002
REC-001178,BATCH-20240301-018,2024-03-05 10:05:00,840.4,121.8,1529.0,25.6,2.89,44.0,175.7,299.0,14.7,78.3,EQ-A02,OP-005
REC-001179,BATCH-20240301-018,2024-03-05 10:10:00,849.6,118.5,1408.0,24.5,2.16,45.3,178.0,311.0,16.3,81.4,EQ-B01,OP-001
REC-001180,BATCH-20240301-018,2024-03-05 10:15:00,842.2,123.8,1579.0,25.0,2.9,44.2,174.4,292.0,16.4,77.0,EQ-A01,OP-002
REC-001181,BATCH-20240301-019,2024-03-05 10:20:00,850.0,120.1,1474.0,24.5,,44.2,175.7,302.0,15.9,81.7,EQ-A01,OP-004
REC-001182,BATCH-20240301-019,2024-03-05 10:25:00,846.0,116.9,1486.0,26.9,,46.1,182.7,304.0,15.1,81.3,EQ-B02,OP-004
REC-001183,BATCH-20240301-019,2024-03-05 10:30:00,847.3,116.5,1536.0,26.5,2.16,46.2,185.0,300.0,14.3,80.2,EQ-B01,OP-001
REC-001184,BATCH-20240301-019,2024-03-05 10:35:00,847.2,118.5,1522.0,23.1,2.07,45.0,179.9,303.0,16.5,80.2,EQ-A01,OP-001
REC-001185,BATCH-20240301-019,2024-03-05 10:40:00,853.0,117.6,1538.0,24.4,2.52,44.8,183.1,287.0,13.2,79.6,EQ-B02,OP-001
REC-001186,BATCH-20240301-019,2024-03-05 10:45:00,852.3,120.4,1562.0,25.5,2.33,41.5,179.3,310.0,14.7,80.1,EQ-B01,OP-005
REC-001187,BATCH-20240301-019,2024-03-05 10:50:00,852.1,117.5,1531.0,27.0,2.45,43.3,179.8,278.0,15.3,80.9,EQ-B01,OP-001
REC-001188,BATCH-20240301-019,2024-03-05 10:55:00,858.4,119.5,1520.0,24.0,2.39,42.7,179.4,297.0,15.2,78.8,EQ-A01,OP-001
REC-001189,BATCH-20240301-019,2024-03-05 11:00:00,850.4,119.2,1483.0,25.1,2.51,46.1,179.6,297.0,14.9,78.6,EQ-A02,OP-005
REC-001190,BATCH-20240301-019,2024-03-05 11:05:00,848.2,125.1,1454.0,24.7,2.38,44.6,179.0,303.0,13.6,82.1,EQ-B02,OP-002
REC-001191,BATCH-20240301-020,2024-03-05 11:10:00,853.2,116.9,1387.0,23.8,2.43,48.9,181.6,282.0,14.4,79.9,EQ-A02,OP-005
REC-001192,BATCH-20240301-020,2024-03-05 11:15:00,851.3,116.7,1493.0,24.1,2.17,45.4,182.3,308.0,15.5,79.0,EQ-A01,OP-005
REC-001193,BATCH-20240301-020,2024-03-05 11:20:00,853.6,120.8,1507.0,24.3,2.35,45.1,187.3,303.0,14.5,78.3,EQ-B02,OP-001
REC-001194,BATCH-20240301-020,2024-03-05 11:25:00,847.5,125.4,1480.0,26.1,2.39,45.4,182.4,294.0,14.5,83.3,EQ-B02,OP-005
REC-001195,BATCH-20240301-020,2024-03-05 11:30:00,854.9,122.0,1539.0,25.6,3.11,45.1,181.7,285.0,14.3,77.6,EQ-B02,OP-003
REC-001196,BATCH-20240301-020,2024-03-05 11:35:00,856.4,113.6,1480.0,21.4,2.25,44.3,184.2,304.0,14.3,82.1,EQ-B01,OP-003
REC-001197,BATCH-20240301-020,2024-03-05 11:40:00,850.1,120.1,1440.0,23.8,2.25,45.1,180.2,315.0,15.3,74.6,EQ-B01,OP-005
REC-001198,BATCH-20240301-020,2024-03-05 11:45:00,851.3,116.4,1452.0,24.0,2.3,42.9,180.6,286.0,15.3,84.5,EQ-B02,OP-005
REC-001199,BATCH-20240301-020,2024-03-05 11:50:00,843.4,119.3,1374.0,24.6,2.69,46.1,180.2,309.0,17.0,83.4,EQ-B02,OP-004
REC-001200,BATCH-20240301-020,2024-03-05 11:55:00,847.4,116.4,1480.0,23.9,,43.2,179.8,308.0,14.9,78.1,EQ-A01,OP-003
REC-001201,BATCH-20240301-021,2024-03-05 12:00:00,855.9,115.3,1484.0,25.0,2.5,45.3,181.8,300.0,14.7,79.2,EQ-B01,OP-001
REC-001202,BATCH-20240301-021,2024-03-05 12:05:00,846.9,122.0,1468.0,26.0,2.51,44.2,181.9,293.0,15.5,80.4,EQ-B01,OP-001
REC-001203,BATCH-20240301-021,2024-03-05 12:10:00,847.0,121.3,1527.0,26.4,2.79,45.7,176.6,324.0,13.9,81.9,EQ-B01,OP-005
REC-001204,BATCH-20240301-021,2024-03-05 12:15:00,852.2,117.1,1494.0,24.9,2.89,43.9,179.2,277.0,16.4,77.9,EQ-A02,OP-001
REC-001205,BATCH-20240301-021,2024-03-05 12:20:00,851.6,119.7,1495.0,,3.0,45.4,182.0,303.0,15.8,79.1,EQ-A02,OP-003
REC-001206,BATCH-20240301-021,2024-03-05 12:25:00,855.4,122.8,1554.0,24.2,2.45,45.4,175.9,316.0,15.0,80.6,EQ-A02,OP-003
REC-001207,BATCH-20240301-021,2024-03-05 12:30:00,847.1,116.7,1470.0,25.3,2.7,45.2,181.0,297.0,15.4,83.0,EQ-B02,OP-005
REC-001208,BATCH-20240301-021,2024-03-05 12:35:00,853.5,122.0,1515.0,23.2,2.19,45.7,180.0,304.0,16.3,81.5,EQ-B01,OP-004
REC-001209,BATCH-20240301-021,2024-03-05 12:40:00,856.3,120.2,1460.0,24.9,2.26,47.3,182.4,305.0,16.0,76.0,EQ-A01,OP-005
REC-001210,BATCH-20240301-021,2024-03-05 12:45:00,852.9,116.7,1500.0,24.6,,45.3,184.0,294.0,15.6,80.3,EQ-B02,OP-001
REC-001211,BATCH-20240301-022,2024-03-05 12:50:00,841.8,117.7,1493.0,26.3,2.64,43.2,179.6,320.0,15.1,79.3,EQ-B01,OP-003
REC-001212,BATCH-20240301-022,2024-03-05 12:55:00,852.5,121.9,1477.0,25.6,2.4,46.1,180.5,305.0,14.4,78.4,EQ-A01,OP-002
REC-001213,BATCH-20240301-022,2024-03-05 13:00:00,854.7,119.8,1514.0,24.6,2.77,44.1,179.6,308.0,15.9,79.0,EQ-A01,OP-004
REC-001214,BATCH-20240301-022,2024-03-05 13:05:00,859.8,120.8,1448.0,25.4,2.39,45.7,179.9,301.0,14.3,82.0,EQ-B01,OP-005
REC-001215,BATCH-20240301-022,2024-03-05 13:10:00,844.2,117.2,1518.0,26.9,2.39,46.1,183.2,308.0,14.8,77.8,EQ-A02,OP-002
REC-001216,BATCH-20240301-022,2024-03-05 13:15:00,839.0,119.3,1559.0,23.7,2.71,43.6,180.3,307.0,14.5,80.3,EQ-B02,OP-004
REC-001217,BATCH-20240301-022,2024-03-05 13:20:00,847.9,121.8,1512.0,25.1,2.97,46.0,177.9,299.0,14.9,80.2,EQ-A01,OP-002
REC-001218,BATCH-20240301-022,2024-03-05 13:25:00,862.6,120.9,1398.0,24.3,1.92,44.5,174.0,291.0,13.8,80.8,EQ-A02,OP-002
REC-001219,BATCH-20240301-022,2024-03-05 13:30:00,850.0,120.8,1495.0,23.3,2.65,47.9,181.2,296.0,13.9,78.2,EQ-A01,OP-005
REC-001220,BATCH-20240301-022,2024-03-05 13:35:00,852.3,122.7,1513.0,26.0,2.71,45.8,178.0,302.0,14.3,80.0,EQ-B02,OP-002
REC-001221,BATCH-20240301-023,2024-03-05 13:40:00,851.7,124.2,1435.0,25.6,2.94,46.1,182.5,306.0,16.0,77.8,EQ-A02,OP-004
REC-001222,BATCH-20240301-023,2024-03-05 13:45:00,843.1,120.0,1392.0,26.5,2.87,44.3,178.9,299.0,15.0,80.3,EQ-A02,OP-002
REC-001223,BATCH-20240301-023,2024-03-05 13:50:00,852.8,119.6,1547.0,25.5,2.32,47.0,175.9,299.0,15.8,78.6,EQ-B01,OP-005
REC-001224,BATCH-20240301-023,2024-03-05 13:55:00,851.5,121.4,1457.0,24.9,2.45,44.2,186.9,292.0,15.8,79.2,EQ-B02,OP-003
REC-001225,BATCH-20240301-023,2024-03-05 14:00:00,844.6,120.3,1532.0,26.1,2.97,49.4,180.8,293.0,15.4,79.5,EQ-A01,OP-003
REC-001226,BATCH-20240301-023,2024-03-05 14:05:00,854.6,116.8,1618.0,26.0,1.99,43.9,182.4,312.0,14.0,81.4,EQ-B02,OP-005
REC-001227,BATCH-20240301-023,2024-03-05 14:10:00,840.3,119.8,1556.0,24.3,,45.2,178.2,306.0,14.3,78.5,EQ-A02,OP-002
REC-001228,BATCH-20240301-023,2024-03-05 14:15:00,839.9,120.4,1492.0,23.6,2.56,46.5,179.4,303.0,15.2,77.6,EQ-A01,OP-001
REC-001229,BATCH-20240301-023,2024-03-05 14:20:00,860.3,118.8,1533.0,25.9,2.46,45.9,180.7,286.0,14.7,78.8,EQ-A02,OP-003
REC-001230,BATCH-20240301-023,2024-03-05 14:25:00,847.7,116.7,1556.0,,2.79,46.9,179.0,294.0,14.4,81.3,EQ-A01,OP-003
REC-001231,BATCH-20240301-024,2024-03-05 14:30:00,851.1,119.8,1565.0,25.5,,44.0,182.0,310.0,15.4,83.8,EQ-A02,OP-005
REC-001232,BATCH-20240301-024,2024-03-05 14:35:00,858.2,121.1,1458.0,23.4,2.38,46.1,185.5,304.0,15.9,79.5,EQ-B01,OP-005
REC-001233,BATCH-20240301-024,2024-03-05 14:40:00,853.1,122.1,1401.0,24.5,2.78,45.4,176.4,276.0,14.7,79.9,EQ-A02,OP-001
REC-001234,BATCH-20240301-024,2024-03-05 14:45:00,845.6,120.4,1525.0,25.8,1.79,43.0,179.1,306.0,15.4,80.9,EQ-A01,OP-003
REC-001235,BATCH-20240301-024,2024-03-05 14:50:00,848.1,119.2,1464.0,25.9,2.22,46.3,180.6,300.0,14.5,77.3,EQ-B01,OP-001
REC-001236,BATCH-20240301-024,2024-03-05 14:55:00,846.8,119.2,1382.0,24.8,2.78,45.9,178.5,300.0,14.6,80.3,EQ-A01,OP-004
REC-001237,BATCH-20240301-024,2024-03-05 15:00:00,857.7,122.4,1526.0,24.4,2.72,42.5,179.2,306.0,15.6,81.3,EQ-B01,OP-001
REC-001238,BATCH-20240301-024,2024-03-05 15:05:00,851.5,119.5,1527.0,,2.25,45.1,180.5,282.0,15.4,81.5,EQ-B02,OP-002
REC-001239,BATCH-20240301-024,2024-03-05 15:10:00,849.6,125.9,1466.0,24.6,2.38,44.9,179.0,286.0,14.6,79.8,EQ-A01,OP-003
REC-001240,BATCH-20240301-024,2024-03-05 15:15:00,856.1,125.5,1567.0,24.1,2.29,44.8,185.4,298.0,13.9,79.0,EQ-A01,OP-002
REC-001241,BATCH-20240301-025,2024-03-05 15:20:00,853.8,121.7,1490.0,25.8,1.82,45.2,182.6,292.0,14.3,76.3,EQ-A01,OP-001
REC-001242,BATCH-20240301-025,2024-03-05 15:25:00,857.9,118.2,1512.0,25.7,2.95,44.8,178.4,302.0,16.0,79.7,EQ-B01,OP-004
REC-001243,BATCH-20240301-025,2024-03-05 15:30:00,845.2,116.1,1439.0,26.0,2.4,44.1,177.9,301.0,14.8,79.5,EQ-B01,OP-003
REC-001244,BATCH-20240301-025,2024-03-05 15:35:00,856.7,123.8,1419.0,25.4,2.27,44.6,180.9,298.0,15.2,81.3,EQ-B01,OP-001
REC-001245,BATCH-20240301-025,2024-03-05 15:40:00,851.5,118.4,1469.0,23.3,2.24,47.9,177.6,288.0,15.3,79.8,EQ-A01,OP-005
REC-001246,BATCH-20240301-025,2024-03-05 15:45:00,849.0,123.5,1527.0,24.4,2.37,44.2,182.6,297.0,13.6,79.9,EQ-B01,OP-004
REC-001247,BATCH-20240301-025,2024-03-05 15:50:00,842.3,125.5,1452.0,24.8,2.58,44.6,179.1,304.0,16.2,81.5,EQ-B02,OP-005
REC-001248,BATCH-20240301-025,2024-03-05 15:55:00,857.4,117.4,1516.0,25.2,2.61,47.1,179.3,296.0,15.4,76.4,EQ-A02,OP-004
REC-001249,BATCH-20240301-025,2024-03-05 16:00:00,848.8,119.7,1454.0,26.3,2.18,44.8,180.9,314.0,15.0,81.9,EQ-B01,OP-005
REC-001250,BATCH-20240301-025,2024-03-05 16:05:00,853.5,120.3,1446.0,23.3,2.53,44.2,182.8,307.0,14.9,77.7,EQ-A02,OP-002
REC-001251,BATCH-20240301-026,2024-03-05 16:10:00,852.6,117.5,1462.0,23.8,2.46,46.8,180.0,296.0,13.8,81.1,EQ-A02,OP-002
REC-001252,BATCH-20240301-026,2024-03-05 16:15:00,846.1,120.3,1482.0,26.0,2.45,44.9,181.5,321.0,15.7,79.8,EQ-A02,OP-004
REC-001253,BATCH-20240301-026,2024-03-05 16:20:00,850.0,118.7,1453.0,24.3,2.27,46.0,176.8,313.0,15.6,80.0,EQ-A02,OP-005
REC-001254,BATCH-20240301-026,2024-03-05 16:25:00,850.0,118.6,1514.0,26.3,2.29,42.7,182.1,303.0,14.1,78.5,EQ-A01,OP-002
REC-001255,BATCH-20240301-026,2024-03-05 16:30:00,845.7,118.2,1484.0,24.7,2.3,43.9,179.3,302.0,14.7,82.3,EQ-A01,OP-003
REC-001256,BATCH-20240301-026,2024-03-05 16:35:00,852.5,116.0,1526.0,25.7,2.37,42.8,180.0,300.0,14.1,77.1,EQ-B02,OP-003
REC-001257,BATCH-20240301-026,2024-03-05 16:40:00,849.6,119.4,1479.0,24.9,2.17,44.3,181.6,297.0,13.7,79.1,EQ-B01,OP-002
REC-001258,BATCH-20240301-026,2024-03-05 16:45:00,844.6,120.7,1516.0,23.0,2.73,43.3,184.7,300.0,14.0,77.7,EQ-A02,OP-001
REC-001259,BATCH-20240301-026,2024-03-05 16:50:00,851.7,119.0,1495.0,26.9,2.29,45.1,184.3,303.0,13.7,81.0,EQ-B01,OP-005
REC-001260,BATCH-20240301-026,2024-03-05 16:55:00,844.2,123.5,1459.0,28.6,2.94,43.8,180.1,308.0,15.6,80.9,EQ-A02,OP-002
REC-001261,BATCH-20240301-027,2024-03-05 17:00:00,856.3,119.7,1482.0,24.6,2.76,45.5,180.9,308.0,13.4,80.6,EQ-B02,OP-002
REC-001262,BATCH-20240301-027,2024-03-05 17:05:00,851.1,124.2,1424.0,26.9,2.52,45.7,185.0,306.0,15.3,80.5,EQ-B01,OP-002
REC-001263,BATCH-20240301-027,2024-03-05 17:10:00,847.6,119.9,1464.0,24.9,1.8,45.6,179.6,297.0,15.2,77.1,EQ-A02,OP-002
REC-001264,BATCH-20240301-027,2024-03-05 17:15:00,859.6,119.7,1493.0,23.8,,47.1,183.1,309.0,15.4,79.3,EQ-A01,OP-003
REC-001265,BATCH-20240301-027,2024-03-05 17:20:00,842.7,119.5,1488.0,26.3,2.59,47.4,183.6,295.0,13.6,82.8,EQ-A02,OP-002
REC-001266,BATCH-20240301-027,2024-03-05 17:25:00,856.8,116.6,1575.0,25.5,2.55,47.4,184.0,307.0,15.4,81.2,EQ-B02,OP-005
REC-001267,BATCH-20240301-027,2024-03-05 17:30:00,848.0,119.9,1455.0,24.6,2.39,44.0,180.4,297.0,15.4,76.8,EQ-B02,OP-002
REC-001268,BATCH-20240301-027,2024-03-05 17:35:00,849.4,120.3,1484.0,24.8,2.02,45.5,181.9,305.0,15.8,80.4,EQ-B02,OP-003
REC-001269,BATCH-20240301-027,2024-03-05 17:40:00,852.4,120.4,1534.0,23.1,2.23,47.4,172.6,299.0,15.9,79.8,EQ-A01,OP-005
REC-001270,BATCH-20240301-027,2024-03-05 17:45:00,848.0,120.3,1482.0,25.0,2.29,46.7,184.3,299.0,13.9,79.0,EQ-A01,OP-002
REC-001271,BATCH-20240301-028,2024-03-05 17:50:00,849.1,121.3,1450.0,24.1,2.65,46.4,178.1,287.0,17.6,81.6,EQ-A01,OP-005
REC-001272,BATCH-20240301-028,2024-03-05 17:55:00,848.7,122.2,1494.0,26.0,2.55,45.1,179.7,286.0,16.6,78.1,EQ-A01,OP-002
REC-001273,BATCH-20240301-028,2024-03-05 18:00:00,843.2,119.5,1452.0,24.9,2.71,46.5,182.4,297.0,15.0,80.8,EQ-B01,OP-003
REC-001274,BATCH-20240301-028,2024-03-05 18:05:00,841.2,121.4,1427.0,27.4,2.38,44.7,177.7,294.0,16.8,81.9,EQ-A01,OP-005
REC-001275,BATCH-20240301-028,2024-03-05 18:10:00,842.3,123.8,1560.0,24.7,2.59,45.0,185.9,292.0,15.1,79.1,EQ-B02,OP-001
REC-001276,BATCH-20240301-028,2024-03-05 18:15:00,842.8,125.5,1441.0,25.3,1.98,44.4,181.3,292.0,15.5,79.5,EQ-A02,OP-004
REC-001277,BATCH-20240301-028,2024-03-05 18:20:00,855.8,123.4,1471.0,25.1,2.56,45.9,180.0,302.0,14.8,80.2,EQ-A02,OP-004
REC-001278,BATCH-20240301-028,2024-03-05 18:25:00,856.5,121.6,1535.0,25.9,2.45,45.5,176.7,313.0,12.8,79.8,EQ-A02,OP-004
REC-001279,BATCH-20240301-028,2024-03-05 18:30:00,855.7,116.6,1520.0,24.2,2.39,46.4,180.6,280.0,14.2,82.0,EQ-A02,OP-001
REC-001280,BATCH-20240301-028,2024-03-05 18:35:00,852.2,124.4,1584.0,24.6,3.25,45.0,177.1,294.0,13.2,83.2,EQ-B01,OP-001
REC-001281,BATCH-20240301-029,2024-03-05 18:40:00,858.0,117.5,1489.0,25.1,2.21,42.4,179.4,297.0,14.7,80.4,EQ-A02,OP-004
REC-001282,BATCH-20240301-029,2024-03-05 18:45:00,857.1,119.2,1509.0,25.9,,44.1,180.3,305.0,14.1,82.5,EQ-A02,OP-003
REC-001283,BATCH-20240301-029,2024-03-05 18:50:00,857.2,118.2,1510.0,25.8,2.34,45.7,180.5,285.0,15.4,77.8,EQ-A02,OP-002
REC-001284,BATCH-20240301-029,2024-03-05 18:55:00,854.7,118.3,1492.0,26.6,2.65,43.4,177.0,294.0,15.3,80.7,EQ-A01,OP-004
REC-001285,BATCH-20240301-029,2024-03-05 19:00:00,845.8,117.1,1514.0,24.8,3.15,45.1,185.4,288.0,13.7,77.8,EQ-B02,OP-003
REC-001286,BATCH-20240301-029,2024-03-05 19:05:00,855.9,124.4,1461.0,24.4,2.15,42.3,182.2,302.0,15.0,77.2,EQ-A02,OP-002
REC-001287,BATCH-20240301-029,2024-03-05 19:10:00,858.2,118.7,1527.0,,2.44,45.4,181.0,302.0,15.4,77.7,EQ-A01,OP-004
REC-001288,BATCH-20240301-029,2024-03-05 19:15:00,851.0,120.3,1512.0,25.1,2.12,43.0,173.4,308.0,15.7,81.7,EQ-A01,OP-005
REC-001289,BATCH-20240301-029,2024-03-05 19:20:00,851.5,114.7,1449.0,25.2,2.54,44.7,181.1,300.0,15.1,78.7,EQ-B02,OP-004
REC-001290,BATCH-20240301-029,2024-03-05 19:25:00,854.9,118.9,1433.0,24.1,2.4,46.5,179.9,298.0,14.0,81.6,EQ-A01,OP-002
REC-001291,BATCH-20240301-030,2024-03-05 19:30:00,846.7,119.7,1574.0,25.6,2.01,42.3,179.8,288.0,15.5,80.1,EQ-A02,OP-001
REC-001292,BATCH-20240301-030,2024-03-05 19:35:00,850.8,118.2,1587.0,28.4,2.42,45.5,180.3,297.0,14.3,77.8,EQ-B01,OP-001
REC-001293,BATCH-20240301-030,2024-03-05 19:40:00,844.3,121.0,1474.0,21.9,,44.9,184.0,304.0,13.8,75.5,EQ-B01,OP-003
REC-001294,BATCH-20240301-030,2024-03-05 19:45:00,846.4,118.4,1547.0,25.0,,43.0,182.9,307.0,13.4,82.6,EQ-B02,OP-002
REC-001295,BATCH-20240301-030,2024-03-05 19:50:00,850.5,121.0,1457.0,26.5,2.14,46.2,182.5,290.0,16.6,80.5,EQ-A02,OP-004
REC-001296,BATCH-20240301-030,2024-03-05 19:55:00,853.3,116.2,1606.0,23.5,2.81,43.5,178.1,308.0,15.8,77.5,EQ-A01,OP-001
REC-001297,BATCH-20240301-030,2024-03-05 20:00:00,855.5,122.6,1453.0,26.9,2.06,44.1,181.4,291.0,15.2,80.5,EQ-B02,OP-001
REC-001298,BATCH-20240301-030,2024-03-05 20:05:00,849.1,122.1,1489.0,25.3,2.84,46.2,182.4,289.0,15.4,78.2,EQ-A01,OP-003
REC-001299,BATCH-20240301-030,2024-03-05 20:10:00,843.6,119.8,1455.0,25.9,2.74,42.1,177.5,285.0,14.6,80.9,EQ-B01,OP-003
REC-001300,BATCH-20240301-030,2024-03-05 20:15:00,848.8,118.5,1565.0,22.2,2.87,44.2,179.8,295.0,16.2,77.5,EQ-A02,OP-005
REC-001301,BATCH-20240301-031,2024-03-05 20:20:00,850.1,121.3,1419.0,23.9,2.46,43.7,177.6,297.0,15.5,79.3,EQ-A01,OP-004
